Land,Open,CPR,Photos,Status,MLS#,Price,Original Price,$ Change,% Change,Region,Neighborhood,Address,City,Zip,Parcel Number,Zone,Section,Plat,Parcel/Lot,CPR,Terms,Sold Price,Sold Date,Sold Ratio,Orig. Ratio,Concessions,Beds,Bath,Living Sq Ft,Average Living,Land Sq Ft,Acres,Average Land,Year,Remodeled,List Date,Days,Condition,Tax,Maint. Fee,Assoc. Fee,Other Fee,Fee Includes,Total Fees,Land,Building,Assessed Total,Assessed Ratio,Elementary,Junior High,High,Zoning,Flood Zone,Seller's Agent,Seller's Office,Buyer's Agent,Buyer's Office,View,Frontage,Pool,Parking,Flooring,Roofing,Roads,Easements,Topography,Stories
FS,,,18,Sold,202124998,1225000,1225000,0,0,Metro,Ualakaa,2039 Makiki Street ,Honolulu,96822,1-2-5-003-062-0000,2,5,3,62,0,None,1050000,12/10/2021,0.8571,1.1667,,3,2,1421,862.0689655,5519,0.13,221.9605001,1951,2002,10/5/2021,24,"Above Average,Average",223,0,0,0,,0,872000,31000,903000,1.3566,,,,05 - R-5 Residential District,Zone X,Cory Takata,Locations LLC,Faye N Masuda,"M&M Real Estate, LLC","City,Mountain",,None,"2 Car,Garage","Hardwood,Marble/Granite",Composition,County Rd,Electric,Gentle Slope,One
FS,,,17,Sold,202125991,1275000,1275000,0,0,Metro,Moanalua Gardens,1820 Ala Mahamoe Street ,Honolulu,96819,1-1-1-047-053-0000,1,1,47,53,0,None,1371000,12/10/2021,1.0753,0.93,2287,5,3,1858,686.2217438,12080,0.28,105.5463576,1965,2021,10/20/2021,13,Above Average,242,0,0,0,,0,640600,189500,830100,1.536,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Andrea Tantoco,"West Oahu Realty, Inc.",Taryn SL Loo,BHGRE Advantage Realty,"City,Coastline",Other,None,"3 Car+,Carport,Driveway,Street","Ceramic Tile,Other",Other,County Rd,None,"Level,Steep Slope",Two
FS,,Yes,24,Sold,202126470,1398000,1398000,0,0,Metro,Nuuanu-lower,2289 Liliha Street E,Honolulu,96817,1-1-8-004-075-0004,1,8,4,75,4,None,1450000,12/10/2021,1.0372,0.9641,,6,4,2548,548.6656201,5740,0.13,243.554007,2019,,10/21/2021,7,Excellent,714,0,0,0,,0,1176900,210900,1387800,1.0073,,,,05 - R-5 Residential District,Zone X,Steven H Lau,"Lau & Associates, LLC",Christopher JK Tasaka,Coldwell Banker Realty,"City,Mountain","Other,Stream/Canal",None,"3 Car+,Carport,Garage","Ceramic Tile,Vinyl",Asphalt Shingle,"County Rd,Paved Rd,Private Rd","Drainage,Sewer","Gentle Slope,Level",Two
FS,,,25,Sold,202126420,1149000,1149000,0,0,Metro,Alewa Heights,1044 Hoomaikai Street ,Honolulu,96817,1-1-8-028-060-0000,1,8,28,60,0,None,1325000,12/9/2021,1.1532,0.8672,,5,3,2236,513.8640429,8157,0.19,140.8606105,1956,,10/21/2021,11,Above Average,289,0,0,0,,0,903100,174700,1077800,1.0661,Maemae,Kawananakoa,Mckinley,05 - R-5 Residential District,Zone X,Nicole TH Rompasky,Hilina'i Homes Incorporated,Pallavika C Patel,eXp Realty,"City,Mountain,Ocean",Other,None,"2 Car,Carport,Driveway,Street","Ceramic Tile,Hardwood,Vinyl",Composition,"County Rd,Paved Rd",None,"Terraced,Up Slope",Two
FS,,Yes,25,Sold,202120760,1299000,1299000,0,0,Metro,Makiki Area,1304 Matlock Avenue A,Honolulu,96814,1-2-4-011-060-0002,2,4,11,60,2,None,1070000,12/9/2021,0.8237,1.214,,4,1.1,1564,830.5626598,2250,0.05,577.3333333,1975,,8/17/2021,18,Average,202,0,0,0,,0,495900,198200,694100,1.8715,Kaahumanu,Stevenson,Mckinley,12 - A-2 Medium Density Apartme,Zone X,Carlton D Choy,INET Realty,Tian K Tsai,Golden Realty LLC,None,,None,2 Car,"Hardwood,Laminate,Vinyl",Composition,"County Rd,Paved Rd",None,Level,One
FS,,Yes,25,Sold,202121030,1299000,1299000,0,0,Metro,Makiki Area,1304 Matlock Avenue ,Honolulu,96814,1-2-4-011-060-0001,2,4,11,60,1,None,1070000,12/9/2021,0.8237,1.214,,3,1,992,1309.475806,2250,0.05,577.3333333,1975,,8/17/2021,18,Average,149,0,0,0,,0,495900,154100,650000,1.9985,Kaahumanu,Stevenson,Mckinley,12 - A-2 Medium Density Apartme,Zone X,Carlton D Choy,INET Realty,Tian K Tsai,Golden Realty LLC,None,,None,2 Car,Vinyl,Composition,"County Rd,Paved Rd",None,Level,One
FS,,,18,Sold,202126328,1322000,1322000,0,0,HawaiiKai,Laulima,369 Kuanalu Place ,Honolulu,96825,1-3-9-094-052-0000,3,9,94,52,0,Subject To Replacement Property,1335000,12/9/2021,1.0098,0.9903,,3,2.1,1734,762.3990773,3145,0.07,420.3497615,1986,2016,10/20/2021,12,"Above Average,Excellent",266,0,67,0,,67,670000,243000,913000,1.448,,,,05 - R-5 Residential District,Zone D,Kim Bardon,Coldwell Banker Realty,Derek Okahashi,RE/MAX ALOHA HOMES,Mountain,,None,"2 Car,Garage,Street","Ceramic Tile,Vinyl",Asphalt Shingle,"County Rd,Paved Rd",Other,Level,Two
FS,,,22,Sold,202124393,985000,985000,0,0,Metro,Moanalua Valley,1848 Ala Noe Place ,Honolulu,96819,1-1-1-043-051-0000,1,1,43,51,0,None,1100000,12/8/2021,1.1168,0.8955,,4,2.1,1233,798.864558,6310,0.14,156.1014263,1967,1977,10/8/2021,12,Above Average,230,0,0,0,,0,716600,172000,888600,1.1085,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Carol Y Hayashi,Locations LLC,Jeanie Schmaltz,Hawaii Life,Mountain,,None,Carport,W/W Carpet,Asphalt Shingle,"County Rd,Paved Rd",Sewer,"Gentle Slope,Level,Terraced",Two
FS,,,17,Sold,202125203,998000,998000,0,0,HawaiiKai,Koko Head Terrace,690 Kalalea Street ,Honolulu,96825,1-3-9-054-014-0000,3,9,54,14,0,None,1130000,12/8/2021,1.1323,0.8832,,3,1.1,1412,706.7988669,6000,0.14,166.3333333,1969,,10/4/2021,10,Needs Major Repair,209,0,0,0,,0,743100,112500,855600,1.1664,,,,05 - R-5 Residential District,Zone D,Kainoa Lee,Coldwell Banker Realty,Michael Yoshino,Locations LLC,Mountain,,None,"2 Car,Carport,Driveway,Street","Ceramic Tile,Other",Composition,"County Rd,Paved Rd",None,"Level,Terraced",One
FS,,Yes,24,Sold,202121738,1375000,1500000,-125000,-0.0833,Metro,Manoa Area,3081 Paty Drive H,Honolulu,96822,1-2-9-025-001-0008,2,9,25,1,8,None,1400000,12/8/2021,1.0182,1.0714,,4,2.1,1950,705.1282051,6150,0.14,223.5772358,1961,2021,9/27/2021,29,Excellent,243,308,0,0,,308,642000,191100,833100,1.6505,,,,04 - R-7.5 Residential District,Zone X,Kina Knisley,Keller Williams Honolulu,Maria Kawananakoa,Berkshire Hathaway HmSvc HI RE,"City,Coastline,Mountain,Ocean,Sunset",,None,3 Car+,Laminate,Asphalt Shingle,"Paved Rd,Private Rd",None,"Gentle Slope,Level",Two
FS,,,20,Sold,202126632,1100000,1100000,0,0,Metro,Moanalua Valley,1411 Ala Hoku Place ,Honolulu,96819,1-1-1-045-078-0000,1,1,45,78,0,None,1220000,12/7/2021,1.1091,0.9016,,5,2.1,2130,516.4319249,6123,0.14,179.6504981,1967,,10/26/2021,8,Average,250,0,0,0,,0,697600,258800,956400,1.1501,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Casey D Aytes,Century 21 iProperties Hawaii,Chris P Fidelibus,RE/MAX Honolulu,"City,Mountain",,None,"2 Car,Carport,Street",Ceramic Tile,Wood Shake,Paved Rd,None,Gentle Slope,Two
FS,,Yes,21,Sold,202126427,1350000,1350000,0,0,HawaiiKai,Marina West,321G Ainahou Street RES7,Honolulu,96825,1-3-9-068-143-0007,3,9,68,143,7,None,1350000,12/7/2021,1,1,,4,2.1,1543,874.918989,3498,0.08,385.9348199,2002,,10/20/2021,16,Above Average,563,426,0,0,,426,901200,284700,1185900,1.1384,Hahaione,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Thomas E Wilson,Avatina LLC,Joannie Hsieh,Central Pacific Properties Inc,"Diamond Head,Marina/Canal,Mountain,Sunset","Marina,Waterfront",None,Garage,"Other,W/W Carpet",Other,Private Rd,None,Level,Two
FS,,,7,Sold,202125117,924900,924900,0,0,DiamondHd,Wilhelmina,1347A Ekaha Avenue ,Honolulu,96816,1-3-3-013-044-0000,3,3,13,44,0,None,875000,12/6/2021,0.946,1.057,,4,1.1,1042,887.6199616,5000,0.11,184.98,1950,,10/6/2021,12,Tear Down,177,0,0,0,,0,648000,57700,705700,1.3106,Waialae,Kaimuki,Kalani,05 - R-5 Residential District,Zone X,Gerald N Kim,Dynamic Property Mgmt. Inc.,Micah S Grafsgaard,Paradise Real Estate Brokers,"Diamond Head,Mountain",,None,2 Car,"Hardwood,Laminate",Asphalt Shingle,Paved Rd,"Sewer,Water",Gentle Slope,Split Level
FS,,,25,Sold,202127289,1200000,1200000,0,0,Metro,Moanalua Gardens,1640 Onipaa Street ,Honolulu,96819,1-1-1-031-027-0000,1,1,31,27,0,None,1150000,12/6/2021,0.9583,1.0435,,6,3.1,3672,326.7973856,9656,0.22,124.2750621,1961,,11/17/2021,8,Fair,108,0,0,0,,0,967300,333600,1300900,0.9224,Moanalua,Moanalua,Moanalua,04 - R-7.5 Residential District,Zone X,Ross Y Miyasato Jr.,Century 21 iProperties Hawaii,Charlene Tongg,Keller Williams Honolulu,Mountain,,None,2 Car,"Laminate,Vinyl",Composition,Paved Rd,None,Terraced,Three+
FS,,,25,Sold,202115412,1545000,1545000,0,0,Metro,Tantalus,3959 Round Top Drive ,Honolulu,96822,1-2-5-017-012-0000,2,5,17,12,0,None,1400000,12/6/2021,0.9061,1.1036,12500,4,3,1293,1194.895592,26461,0.61,58.38781603,1918,2010,6/13/2021,86,Average,220,0,0,0,,0,494600,90100,584700,2.6424,Lincoln,Stevenson,Roosevelt,60 - Preservation,Zone X,Ralph S Gray,Hawaii Homes International,Sally M Mist,RE/MAX Honolulu,"City,Coastline,Diamond Head,Garden,Ocean",Other,None,"3 Car+,Carport","Hardwood,Laminate,Vinyl,W/W Carpet",Other,"Paved Rd,Private Rd","Driveway,Other","Down Slope,Gentle Slope,Level,Steep Slope","Basement,One"
FS,,,9,Sold,202116661,899000,899000,0,0,DiamondHd,Palolo,3434 Kaau Street ,Honolulu,96816,1-3-3-043-090-0000,3,3,43,90,0,Probate,1000000,12/3/2021,1.1123,0.899,,5,3,1764,509.6371882,6875,0.16,130.7636364,1950,,6/29/2021,17,Tear Down,113,0,0,0,,0,855000,73500,928500,0.9682,Aliiolani,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Grace SW Ho,"Five Star Realty, Inc.",Vincent Lao,"Five Star Realty, Inc.",None,,None,"2 Car,Carport",Hardwood,Asphalt Shingle,"County Rd,Paved Rd",None,Level,Two
FS,,,17,Sold,202126005,1150000,1150000,0,0,Metro,Salt Lake,5010 Likini Street ,Honolulu,96818,1-1-1-055-044-0000,1,1,55,44,0,None,1250000,12/3/2021,1.087,0.92,,4,2.1,1613,712.9572226,6098,0.14,188.5864218,1969,,10/16/2021,3,Average,275,0,0,0,,0,776900,166100,943000,1.2195,,,,05 - R-5 Residential District,Zone X,Robyn Chun Alfonso,Islands Real Estate Services,Jeff Iwashita,Locations LLC,None,,None,"2 Car,Carport,Street","Hardwood,Vinyl,W/W Carpet",Asphalt Shingle,Paved Rd,None,Level,One
FS,,,22,Sold,202125542,1175000,1175000,0,0,HawaiiKai,Kalama Valley,1093 Mokuhano Street ,Honolulu,96825,1-3-9-080-036-0000,3,9,80,36,0,None,1350000,12/3/2021,1.1489,0.8704,,3,2,1367,859.5464521,5400,0.12,217.5925926,1973,2021,10/15/2021,12,Above Average,210,0,10,0,,10,703800,156400,860200,1.366,Kamiloiki,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Tracy Allen,Coldwell Banker Realty,Glenn A Ikeda,BHGRE Advantage Realty,"Garden,Mountain,Sunrise",,None,"2 Car,Driveway,Garage,Street","Ceramic Tile,Laminate,W/W Carpet",Asphalt Shingle,"County Rd,Paved Rd",None,Level,One
FS,,Yes,20,Sold,202123453,1180000,1180000,0,0,DiamondHd,Palolo,2117 Palolo Avenue B,Honolulu,96816,1-3-4-006-002-0002,3,4,6,2,2,None,1130000,12/3/2021,0.9576,1.0442,,5,3,2302,512.5977411,2932,0.07,402.4556617,2017,,9/20/2021,11,Above Average,254,0,0,0,,0,529000,576700,1105700,1.0672,Palolo,Jarrett,Kaimuki,05 - R-5 Residential District,Zone D,Ellie Zeng,HomeSmart Island Homes,Julie R Luke,CENTURY 21 Hawaiian Style,"Diamond Head,Other",Other,None,"3 Car+,Garage,Street","Ceramic Tile,Laminate,Vinyl",Tile,"Paved Rd,Private Rd","Driveway,Electric,Sewer","Gentle Slope,Level",Two
FS,,,23,Sold,202124491,1295000,1295000,0,0,DiamondHd,Waialae Nui Rdge,1561 Halekoa Drive ,Honolulu,96821,1-3-5-039-085-0000,3,5,39,85,0,None,1274500,12/3/2021,0.9842,1.0161,,3,2,1748,740.8466819,5992,0.14,216.1214953,1956,,9/28/2021,17,Above Average,267,0,0,0,,0,860700,54200,914900,1.4155,Wilson,Kaimuki,Kalani,05 - R-5 Residential District,Zone X,Holden Lau,Coldwell Banker Realty,Anina M Quaranto,Locations LLC,City,,None,"2 Car,Carport","Ceramic Tile,Hardwood,W/W Carpet",Asphalt Shingle,County Rd,None,Level,"Basement,One"
FS,,,19,Sold,202126616,1500000,1500000,0,0,Metro,Punchbowl Area,1856 Puowaina Drive ,Honolulu,96813,1-2-2-013-036-0000,2,2,13,36,0,None,1500000,12/3/2021,1,1,,9,5,2783,538.986705,4688,0.11,319.9658703,1953,2007,10/24/2021,1,"Above Average,Excellent",218,0,0,0,,0,568100,271500,839600,1.7866,Pauoa,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Kwailin Sharon Fung,Soldier To Soldier HI Realty,Kwailin Sharon Fung,Soldier To Soldier HI Realty,"City,Mountain",,None,"2 Car,Garage,Street","Ceramic Tile,Hardwood",Asphalt Shingle,"County Rd,Paved Rd",Driveway,Gentle Slope,Two
FS,,,12,Sold,202125223,835000,835000,0,0,DiamondHd,Palolo,1769A Palolo Avenue ,Honolulu,96816,1-3-3-039-003-0000,3,3,39,3,0,None,880000,12/2/2021,1.0539,0.9489,,3,1,1082,771.7190388,5002,0.11,166.9332267,1951,,10/15/2021,9,"Average,Fair",208,0,0,0,,0,612100,101300,713400,1.1705,Palolo,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Glenn A Ikeda,BHGRE Advantage Realty,Kevin Y Li,Century Realty,"Mountain,Other",,None,"2 Car,Carport","Hardwood,Vinyl,W/W Carpet",Asphalt Shingle,Private Rd,Electric,Level,One
FS,,,1,Sold,202130077,875000,875000,0,0,DiamondHd,Palolo,2309 Jasmine Street ,Honolulu,96816,1-3-4-011-048-0000,3,4,11,48,0,None,875000,12/2/2021,1,1,,5,1.1,1078,811.6883117,5187,0.12,168.6909582,1950,,9/30/2021,63,Fair,164,0,0,0,,0,598800,101700,700500,1.2491,,,,05 - R-5 Residential District,Zone X,Dolores P Bediones,Locations LLC,Dolores P Bediones,Locations LLC,"Diamond Head,Mountain",Other,None,"1 Car,Carport,Driveway,Street",Laminate,Composition,Paved Rd,Sewer,"Gentle Slope,Level",Two
FS,,,5,Sold,202130171,988888,988888,0,0,DiamondHd,Palolo,1768K Palolo Avenue ,Honolulu,96816,1-3-3-047-033-0000,3,3,47,33,0,Subject To Replacement Property,1015000,12/2/2021,1.0264,0.9743,,2,3,1999,494.6913457,4741,0.11,208.5821557,2000,,7/5/2021,150,"Above Average,Average",253,0,0,0,,0,452200,416500,868700,1.1384,,,,05 - R-5 Residential District,Zone X,Shannon Kiser,Engel & Volkers-Honolulu,Zeus Kang,eXp Realty,"City,Diamond Head,Ocean",Other,None,"2 Car,Carport",Laminate,"Aluminum/Steel,Other",Paved Rd,"Drainage,Electric","Steep Slope,Up Slope","Three+,Split Level"
FS,,,14,Sold,202124267,1160000,1300000,-140000,-0.1077,Metro,Moanalua Gardens,1683 Ala Amoamo Street ,Honolulu,96819,1-1-1-032-012-0000,1,1,32,12,0,None,1160000,12/2/2021,1,1.1207,,5,3.1,1376,843.0232558,8290,0.19,139.9276236,1962,,9/20/2021,35,Fair,490,0,0,0,,0,868400,211700,1080100,1.074,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Darrell C Bareng,Coldwell Banker Realty,John Quindara,Coldwell Banker Realty,Mountain,Other,None,"2 Car,Driveway,Garage",Hardwood,"Composition,Other",County Rd,Drainage,Terraced,"Basement,Two"
FS,,,18,Sold,202125673,1199000,1349000,-150000,-0.1112,Metro,Nuuanu Area,111 Rosebank Place ,Honolulu,96817,1-2-2-033-047-0000,2,2,33,47,0,None,1199000,12/2/2021,1,1.1251,,3,2,1679,714.115545,5367,0.12,223.4022732,1951,2021,10/12/2021,22,Above Average,245,0,0,0,,0,753600,84800,838400,1.4301,Nuuanu,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Blaise M Nakagawa Jr.,Forward Realty,Eric K Yamamoto,Refined Real Estate Hawaii LLC,"Mountain,Other",,None,"Carport,Driveway","Hardwood,Other,Vinyl",Other,Paved Rd,Other,Level,One
FS,,,25,Sold,202123728,1229000,1229000,0,0,DiamondHd,Kuliouou,464 Kuliouou Road ,Honolulu,96821,1-3-8-010-023-0000,3,8,10,23,0,None,1335000,12/2/2021,1.0862,0.9206,,5,3.1,2712,453.1710914,7872,0.18,156.1229675,1972,2012,9/30/2021,12,"Above Average,Average",270,0,0,0,,0,754800,254100,1008900,1.2182,,,,04 - R-7.5 Residential District,Zone D,Antonet C Barut,"Trinity Properties, LLC",Eric L La'a,eXp Realty,"Mountain,Ocean",Other,None,"3 Car+,Driveway","Other,Vinyl,W/W Carpet","Composition,Other",Paved Rd,"Electric,Telephone",Level,Two
FS,,,25,Sold,202124981,979000,979000,0,0,Metro,Aliamanu,1056 Wiliki Drive ,Honolulu,96818,1-1-1-021-072-0000,1,1,21,72,0,None,1050000,12/1/2021,1.0725,0.9324,,4,2,1164,841.0652921,5000,0.11,195.8,1954,1964,9/29/2021,8,"Above Average,Excellent",161,0,0,0,,0,600000,81500,681500,1.4365,,,,05 - R-5 Residential District,Zone X,Chari B Badua-Robinson,The Surrealty Group,Gina Rose B Tamboa,Coldwell Banker Realty,City,,None,"1 Car,Carport,Street","Ceramic Tile,Vinyl",Composition,Paved Rd,None,Down Slope,One
FS,,,25,Sold,202123746,999000,999000,0,0,Metro,Makiki Area,1809 Makiki Street ,Honolulu,96822,1-2-4-023-085-0000,2,4,23,85,0,None,1101000,12/1/2021,1.1021,0.9074,,3,2,1416,705.5084746,5420,0.12,184.3173432,1978,,9/13/2021,14,"Above Average,Average",287,0,0,0,,0,868000,117600,985600,1.0136,Lincoln,Stevenson,Roosevelt,05 - R-5 Residential District,Zone X,Jason Y Nishikawa,Marcus Realty,Ashley Zhu,Plumeria Hawaii Properties LLC,Other,,None,"2 Car,Carport,Driveway,Street","Hardwood,Other,Vinyl,W/W Carpet","Asphalt Shingle,Composition",County Rd,Drainage,Level,"Basement,Two"
FS,,Yes,25,Sold,202120579,1100000,1100000,0,0,DiamondHd,Palolo,2135 10th Avenue 2,Honolulu,96816,1-3-3-037-013-0002,3,3,37,13,2,None,1100000,12/1/2021,1,1,,5,2,2205,498.8662132,16677,0.38,65.95910535,1989,,8/13/2021,43,"Above Average,Average",241,0,0,0,,0,490000,337400,827600,1.3291,,,,05 - R-5 Residential District,Zone X,Joe Ordinario,Keller Williams Honolulu,Ryan R Wells,Wells Realty LLC,"Mountain,Ocean",Other,None,"3 Car+,Garage,Street","Ceramic Tile,Laminate,Vinyl,W/W Carpet",Composition,"Paved Rd,Private Rd",Sewer,"Hilly,Steep Slope,Terraced","Basement,Three+,Split Level"
FS,,Yes,12,Sold,202112947,1300000,1300000,0,0,DiamondHd,Palolo,1347 9th Avenue A,Honolulu,96816,1-3-3-005-070-0001,3,3,5,70,1,None,1300000,12/1/2021,1,1,,4,3,2294,566.695728,3551,0.08,366.094058,2005,,5/28/2021,109,Excellent,290,0,0,0,,0,525900,541500,1067400,1.2179,,,,05 - R-5 Residential District,Zone X,Tina Marie Vincent,List Sotheby's Int'l Realty,Erik K Taniguchi,Keller Williams Honolulu,City,Other,None,"2 Car,Garage,Street","Hardwood,Marble/Granite,W/W Carpet",Asphalt Shingle,Paved Rd,None,Level,Two
FS,,,1,Sold,202130008,1200000,1200000,0,0,Metro,Makiki Heights,2016 Mauna Place ,Honolulu,96822,1-2-4-037-021-0000,2,4,37,21,0,None,1200000,11/30/2021,1,1,,5,3.1,2782,431.3443566,11423,0.26,105.0512125,1941,,10/14/2021,47,Fair,340,0,0,0,,0,1060400,243900,1304300,0.92,Lincoln,Stevenson,Roosevelt,03 - R10 - Residential District,Zone X,Sean S Takamori,BHGRE Advantage Realty,Sean S Takamori,BHGRE Advantage Realty,City,,None,"2 Car,Driveway,Garage",Hardwood,Asphalt Shingle,"County Rd,Paved Rd",Other,Terraced,"Basement,Two"
FS,,,25,Sold,202124519,990000,990000,0,0,Metro,Manoa-woodlawn,3134 Kahiwa Place ,Honolulu,96822,1-2-9-038-098-0000,2,9,38,98,0,None,1182000,11/29/2021,1.1939,0.8376,,4,2.1,1580,626.5822785,4400,0.1,225,1959,,9/30/2021,14,Above Average,234,0,0,0,,0,868700,33300,902000,1.0976,,,,04 - R-7.5 Residential District,Zone X,Cory G Tsuda,Locations LLC,Jodee Farm,Locations LLC,Mountain,,None,"2 Car,Carport","Ceramic Tile,Hardwood",Asphalt Shingle,Paved Rd,None,Level,One
FS,,,25,Sold,202118046,1080000,1080000,0,0,Metro,Punchbowl Area,227 Auwaiolimu Street ,Honolulu,96813,1-2-2-013-050-0000,2,2,13,50,0,None,996000,11/29/2021,0.9222,1.0843,,5,2,1352,798.816568,4600,0.11,234.7826087,1916,2020,7/9/2021,98,"Above Average,Average",256,0,0,0,,0,655200,223600,878800,1.2289,,,,05 - R-5 Residential District,Zone X,Daniel K Ihara,Keller Williams Honolulu,Patrick Longley,eXp Realty,Mountain,,None,"2 Car,Street",Hardwood,Asphalt Shingle,Paved Rd,None,"Gentle Slope,Steep Slope",Basement
FS,,,22,Sold,202124518,959000,989000,-30000,-0.0303,Metro,Nuuanu Area,2803 Henry Street ,Honolulu,96817,1-2-2-036-054-0000,2,2,36,54,0,None,875000,11/26/2021,0.9124,1.1303,,3,1.1,868,1104.83871,7403,0.17,129.5420775,1956,,9/23/2021,29,Average,173,0,0,0,,0,682000,50800,732800,1.3087,Nuuanu,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Sunny F Lee-Oshiro,Coldwell Banker Realty,John KY Good,eXp Realty,"City,Mountain",,None,"1 Car,3 Car+,Carport,Driveway","Hardwood,Vinyl,W/W Carpet","Asphalt Shingle,Wood Shake",Paved Rd,None,Gentle Slope,One
FS,,,25,Sold,202126341,975000,975000,0,0,Metro,Pacific Heights,2340 Pacific Hts Road ,Honolulu,96813,1-2-2-023-008-0000,2,2,23,8,0,None,995000,11/26/2021,1.0205,0.9799,,3,1,854,1141.686183,8628,0.2,113.0041725,1952,1967,10/20/2021,2,Above Average,222,0,0,0,,0,753100,87200,840300,1.1603,Pauoa,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Shannon D Severance,RE/MAX Honolulu,Jennifer C Ho,Realty Professionals LLC,"City,Coastline,Garden,Mountain,Ocean,Sunset",,None,1 Car,"Hardwood,Other,Vinyl",Aluminum/Steel,Paved Rd,Other,"Down Slope,Steep Slope,Terraced",One
FS,,,11,Sold,202124896,1070000,980000,90000,0.0918,DiamondHd,Palolo,2536 Gardenia Street ,Honolulu,96816,1-3-4-024-073-0000,3,4,24,73,0,None,1035000,11/26/2021,0.9673,0.9469,,3,1,904,1183.628319,5130,0.12,208.5769981,1950,,9/29/2021,7,Above Average,193,0,0,0,,0,601600,159600,761200,1.4057,,,,05 - R-5 Residential District,Zone X,Diane O Ito,Coldwell Banker Realty,James S Chan,Compass,"Mountain,Ocean",Other,None,"1 Car,Carport,Street",Hardwood,Composition,"County Rd,Paved Rd",None,"Gentle Slope,Up Slope",One
FS,,,1,Sold,202125500,1100000,1100000,0,0,Metro,Moanalua Valley,1432 Ala Aolani Street ,Honolulu,96819,1-1-1-040-055-0000,1,1,40,55,0,None,1092000,11/26/2021,0.9927,1.0073,,3,2,1092,1007.326007,6300,0.14,174.6031746,1970,,10/5/2021,2,"Above Average,Average",212,0,0,0,,0,723200,144600,867800,1.2676,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone AE,Pamela M Maeda,Marcus Realty,Brandon C Lau,ChaneyBrooks Choice Advisors,"Garden,Mountain",,None,"2 Car,Driveway,Garage,Street","Hardwood,Laminate",Asphalt Shingle,Private Rd,None,Level,One
FS,,,14,Sold,202122000,998000,1100000,-102000,-0.0927,Metro,Kalihi-lower,1854 Kamehameha IV Road ,Honolulu,96819,1-1-3-023-047-0000,1,3,23,47,0,None,950000,11/24/2021,0.9519,1.1579,10500,6,3.1,1897,526.0938324,5750,0.13,173.5652174,1953,1975,9/1/2021,42,Average,263,0,0,0,,0,673800,239700,913500,1.0925,Kaewai,Dole,Farrington,05 - R-5 Residential District,Zone X,Devylin U Calderon,Alliance Realty Int'l LLC,NON MLS,Non-MLS,Mountain,,None,"3 Car+,Carport,Driveway",Ceramic Tile,Composition,Paved Rd,None,Level,Two
FS,,,20,Sold,202123305,1000000,1125000,-125000,-0.1111,Metro,Pauoa Valley,2588 Ahekolo Street ,Honolulu,96813,1-2-2-018-089-0000,2,2,18,89,0,None,995000,11/24/2021,0.995,1.1307,,3,1,852,1173.70892,5294,0.12,188.8930865,1946,2017,9/19/2021,31,Excellent,241,0,0,0,,0,735900,75500,811400,1.2324,,,,05 - R-5 Residential District,Zone X,Carlin Yamashita,Island Life Homes,Ryan R Wells,Wells Realty LLC,Mountain,,None,"2 Car,Carport,Driveway","Vinyl,W/W Carpet",Asphalt Shingle,County Rd,Sewer,Down Slope,Two
FS,,,25,Sold,202125417,1090000,1090000,0,0,HawaiiKai,Koko Head Terrace,363 Kamala Loop ,Honolulu,96825,1-3-9-045-042-0000,3,9,45,42,0,None,1130000,11/24/2021,1.0367,0.9646,,3,2,1296,841.0493827,5400,0.12,201.8518519,1967,,10/6/2021,7,Average,208,0,0,0,,0,724200,130500,854700,1.2753,,,,05 - R-5 Residential District,Zone D,Gavin Toguchi,Pinnacle Management Group LLC,NON MLS,Non-MLS,Mountain,,None,"2 Car,Carport","Vinyl,W/W Carpet",Asphalt Shingle,Paved Rd,None,Level,One
FS,,Yes,25,Sold,202124296,1095000,1095000,0,0,DiamondHd,Palolo,2324 Waiomao Road A,Honolulu,96816,1-3-4-015-022-0001,3,4,15,22,1,None,1200000,11/24/2021,1.0959,0.9125,,8,5.1,5300,206.6037736,8327,0.19,131.49994,2009,,9/20/2021,9,"Above Average,Excellent",294,0,0,0,,0,542100,604700,1146800,0.9548,,,,05 - R-5 Residential District,Zone X,Jacqueline L Little,Royal Realty LLC,Joshua Michael Guillen,eXp Realty,"Garden,Mountain",Other,None,"3 Car+,Carport,Driveway,Garage","Ceramic Tile,Hardwood,Laminate",Composition,"County Rd,Paved Rd,Private Rd",None,"Down Slope,Gentle Slope,Level,Steep Slope",Three+
